site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
RDOM 99FEB19 1999.1348 51228  997 5 -118.9    181  0.637388   4171654  0.730357  2417  0.407332  0.0791 0.000659 0.000773 0.002724 -0.000674 -0.021864 -0.201895
RDOM 99FEB20 1999.1376 51229  997 6 -118.9    181  0.638934   4171654  0.731182  2417  0.410229  0.0791 0.000645 0.000750 0.002595  0.023830  0.003281 -0.176220
RDOM 99FEB21 1999.1403 51230  998 0 -118.9    181  0.637610   4171654  0.729205  2417  0.414339  0.0791 0.000611 0.000730 0.002501  0.032385 -0.039021 -0.148420
RDOM 99FEB22 1999.1431 51231  998 1 -118.9    181  0.636581   4171654  0.731177  2417  0.408082  0.0791 0.000609 0.000729 0.002482  0.022843 -0.021479 -0.169526
RDOM 99FEB23 1999.1458 51232  998 2 -118.9    181  0.638077   4171654  0.730526  2417  0.413171  0.0791 0.000616 0.000729 0.002524  0.023215 -0.023583 -0.197367
RDOM 99FEB24 1999.1485 51233  998 3 -118.9    181  0.641339   4171654  0.732231  2417  0.415219  0.0791 0.000617 0.000736 0.002526  0.020506  0.007904 -0.186689
RDOM 99FEB25 1999.1513 51234  998 4 -118.9    181  0.636682   4171654  0.731002  2417  0.407812  0.0791 0.000615 0.000732 0.002533  0.031722 -0.004591 -0.218193
RDOM 99FEB26 1999.1540 51235  998 5 -118.9    181  0.636907   4171654  0.731066  2417  0.418977  0.0791 0.000621 0.000756 0.002547  0.052906 -0.026919 -0.194537
RDOM 99FEB28 1999.1595 51237  999 0 -118.9    181  0.634929   4171654  0.729531  2417  0.406122  0.0791 0.000671 0.000797 0.002849 -0.028847  0.013319 -0.198379
RDOM 99MAR01 1999.1622 51238  999 1 -118.9    181  0.634623   4171654  0.729459  2417  0.414257  0.0791 0.000799 0.000962 0.003488 -0.035883  0.120954 -0.189242
RDOM 99MAR02 1999.1650 51239  999 2 -118.9    181  0.639609   4171654  0.732378  2417  0.411428  0.0791 0.000631 0.000759 0.002644  0.001422  0.074654 -0.142806
RDOM 99MAR03 1999.1677 51240  999 3 -118.9    181  0.637593   4171654  0.732891  2417  0.402336  0.0791 0.000757 0.000902 0.003258 -0.010397  0.063087 -0.191079
RDOM 99MAR04 1999.1704 51241  999 4 -118.9    181  0.637016   4171654  0.729530  2417  0.412024  0.0791 0.000616 0.000754 0.002557 -0.011242  0.046044 -0.176806
RDOM 99MAR05 1999.1732 51242  999 5 -118.9    181  0.636775   4171654  0.731649  2417  0.416647  0.0791 0.000693 0.000816 0.002972 -0.006560  0.002432 -0.171045
RDOM 99MAR06 1999.1759 51243  999 6 -118.9    181  0.635386   4171654  0.730566  2417  0.417800  0.0791 0.000965 0.001096 0.004051 -0.000359  0.181883 -0.089037
RDOM 99MAR07 1999.1786 51244 1000 0 -118.9    181  0.636825   4171654  0.731665  2417  0.411601  0.0791 0.000623 0.000750 0.002561  0.010503  0.037782 -0.166530
RDOM 99MAR08 1999.1814 51245 1000 1 -118.9    181  0.637759   4171654  0.730162  2417  0.414062  0.0791 0.000604 0.000727 0.002455  0.041995 -0.000589 -0.158700
RDOM 99MAR09 1999.1841 51246 1000 2 -118.9    181  0.636995   4171654  0.731951  2417  0.406987  0.0791 0.000596 0.000715 0.002420  0.015855  0.005371 -0.146176
RDOM 99MAR10 1999.1869 51247 1000 3 -118.9    181  0.637593   4171654  0.732786  2417  0.415076  0.0791 0.000623 0.000729 0.002537  0.019990  0.008792 -0.146316
RDOM 99MAR11 1999.1896 51248 1000 4 -118.9    181  0.635906   4171654  0.731225  2417  0.414256  0.0791 0.000608 0.000715 0.002462  0.010685  0.004230 -0.175332
RDOM 99MAR12 1999.1923 51249 1000 5 -118.9    181  0.636695   4171654  0.731052  2417  0.409719  0.0791 0.000633 0.000762 0.002623 -0.002518  0.050105 -0.173727
RDOM 99MAR13 1999.1951 51250 1000 6 -118.9    181  0.636218   4171654  0.731788  2417  0.419385  0.0791 0.000693 0.000847 0.002970  0.043272  0.025790 -0.163362
RDOM 99MAR14 1999.1978 51251 1001 0 -118.9    181  0.635255   4171654  0.731094  2417  0.412595  0.0791 0.000644 0.000781 0.002684  0.028607 -0.022072 -0.185720
RDOM 99MAR15 1999.2005 51252 1001 1 -118.9    181  0.636413   4171654  0.729058  2417  0.417942  0.0791 0.000677 0.000828 0.002813  0.056150  0.004320 -0.206379
RDOM 99MAR16 1999.2033 51253 1001 2 -118.9    181  0.634178   4171654  0.727875  2417  0.418530  0.0791 0.000639 0.000785 0.002664  0.046219  0.000634 -0.171266
RDOM 99MAR17 1999.2060 51254 1001 3 -118.9    181  0.636311   4171654  0.731988  2417  0.413205  0.0791 0.000652 0.000780 0.002663  0.035040 -0.024630 -0.163725
RDOM 99MAR18 1999.2088 51255 1001 4 -118.9    181  0.637740   4171654  0.732582  2417  0.410885  0.0791 0.000678 0.000833 0.002906  0.003649  0.055789 -0.145948
RDOM 99MAR19 1999.2115 51256 1001 5 -118.9    181  0.638201   4171654  0.730351  2417  0.416300  0.0791 0.000648 0.000782 0.002658  0.042375 -0.032454 -0.154021
RDOM 99MAR20 1999.2142 51257 1001 6 -118.9    181  0.634356   4171654  0.729263  2417  0.410715  0.0791 0.000614 0.000734 0.002502  0.035317 -0.009722 -0.184788
RDOM 99MAR21 1999.2170 51258 1002 0 -118.9    181  0.632595   4171654  0.729617  2417  0.415267  0.0791 0.000622 0.000735 0.002530  0.039801 -0.034415 -0.153470
RDOM 99MAR22 1999.2197 51259 1002 1 -118.9    181  0.632543   4171654  0.730053  2417  0.410337  0.0791 0.000693 0.000834 0.002798 -0.015748  0.066134 -0.182960
RDOM 99MAR23 1999.2225 51260 1002 2 -118.9    181  0.635653   4171654  0.729854  2417  0.408707  0.0791 0.000659 0.000795 0.002713  0.065976 -0.031536 -0.158246
RDOM 99MAR24 1999.2252 51261 1002 3 -118.9    181  0.635989   4171654  0.730190  2417  0.410963  0.0791 0.000629 0.000763 0.002585  0.048036 -0.047255 -0.191967
RDOM 99MAR25 1999.2279 51262 1002 4 -118.9    181  0.638798   4171654  0.730841  2417  0.406978  0.0791 0.000609 0.000732 0.002499  0.022534 -0.002968 -0.175167
RDOM 99MAR28 1999.2361 51265 1003 0 -118.9    181  0.632807   4171654  0.729344  2417  0.406844  0.0791 0.000727 0.000876 0.003198 -0.007624 -0.022920 -0.172682
RDOM 99MAR29 1999.2389 51266 1003 1 -118.9    181  0.631341   4171654  0.730489  2417  0.411897  0.0791 0.000817 0.000901 0.003525  0.003877 -0.088274 -0.204434
RDOM 99MAR30 1999.2416 51267 1003 2 -118.9    181  0.631659   4171654  0.728067  2417  0.408718  0.0791 0.000681 0.000798 0.002847  0.038275 -0.019042 -0.161306
RDOM 99MAR31 1999.2444 51268 1003 3 -118.9    181  0.633668   4171654  0.727474  2417  0.407216  0.0791 0.000621 0.000730 0.002505  0.026095 -0.026176 -0.164547
RDOM 99APR01 1999.2471 51269 1003 4 -118.9    181  0.633951   4171654  0.728702  2417  0.405609  0.0791 0.000612 0.000729 0.002480  0.011753 -0.005147 -0.141781
RDOM 99APR02 1999.2498 51270 1003 5 -118.9    181  0.632491   4171654  0.729136  2417  0.405920  0.0791 0.000615 0.000740 0.002538  0.005397  0.017470 -0.134103
RDOM 99APR03 1999.2526 51271 1003 6 -118.9    181  0.634192   4171654  0.729725  2417  0.412399  0.0791 0.000610 0.000729 0.002499  0.012145 -0.001111 -0.171665
RDOM 99APR04 1999.2553 51272 1004 0 -118.9    181  0.633863   4171654  0.730950  2417  0.410157  0.0791 0.000618 0.000732 0.002507  0.024185 -0.016805 -0.169569
RDOM 99APR05 1999.2580 51273 1004 1 -118.9    181  0.634793   4171654  0.729537  2417  0.403827  0.0791 0.000608 0.000730 0.002482  0.014995 -0.004038 -0.140840
RDOM 99APR06 1999.2608 51274 1004 2 -118.9    181  0.634321   4171654  0.730054  2417  0.407483  0.0791 0.000609 0.000719 0.002463  0.025377 -0.024618 -0.170728
RDOM 99APR07 1999.2635 51275 1004 3 -118.9    181  0.637017   4171654  0.731551  2417  0.404345  0.0791 0.000613 0.000737 0.002499  0.009146  0.009705 -0.147679
RDOM 99APR08 1999.2663 51276 1004 4 -118.9    181  0.634214   4171654  0.726471  2417  0.408689  0.0791 0.000617 0.000733 0.002523  0.002258 -0.032393 -0.155683
RDOM 99APR09 1999.2690 51277 1004 5 -118.9    181  0.632888   4171654  0.730147  2417  0.408887  0.0791 0.000632 0.000728 0.002547  0.009228  0.013792 -0.135619
RDOM 99APR10 1999.2717 51278 1004 6 -118.9    181  0.637625   4171654  0.730521  2417  0.412837  0.0791 0.000618 0.000731 0.002515  0.024869 -0.038598 -0.177260
RDOM 99APR11 1999.2745 51279 1005 0 -118.9    181  0.638867   4171654  0.730795  2417  0.414308  0.0791 0.000613 0.000727 0.002500  0.021408 -0.012638 -0.172401
RDOM 99APR12 1999.2772 51280 1005 1 -118.9    181  0.636959   4171654  0.729208  2417  0.412428  0.0791 0.000605 0.000736 0.002510  0.022789 -0.042848 -0.172325
RDOM 99APR13 1999.2799 51281 1005 2 -118.9    181  0.633525   4171654  0.728098  2417  0.417212  0.0791 0.000650 0.000776 0.002707  0.014747 -0.034336 -0.225148
RDOM 99APR14 1999.2827 51282 1005 3 -118.9    181  0.634598   4171654  0.731094  2417  0.405018  0.0791 0.000700 0.000816 0.002851  0.004969  0.010092 -0.201128
RDOM 99APR15 1999.2854 51283 1005 4 -118.9    181  0.634581   4171654  0.731088  2417  0.408365  0.0791 0.000679 0.000802 0.002805  0.035569 -0.032100 -0.154992
RDOM 99APR16 1999.2882 51284 1005 5 -118.9    181  0.635726   4171654  0.732200  2417  0.409484  0.0791 0.000704 0.000838 0.002882  0.063483  0.005238 -0.135251
RDOM 99APR17 1999.2909 51285 1005 6 -118.9    181  0.635116   4171654  0.731820  2417  0.416133  0.0791 0.000768 0.000937 0.003442 -0.022710  0.000442 -0.211100
RDOM 99APR18 1999.2936 51286 1006 0 -118.9    181  0.637287   4171654  0.731116  2417  0.412645  0.0791 0.000640 0.000761 0.002738 -0.003697  0.020610 -0.205067
RDOM 99APR19 1999.2964 51287 1006 1 -118.9    181  0.637017   4171654  0.732062  2417  0.417562  0.0791 0.000681 0.000811 0.003007  0.014370  0.023484 -0.166972
RDOM 99APR20 1999.2991 51288 1006 2 -118.9    181  0.637460   4171654  0.732573  2417  0.409324  0.0791 0.000685 0.000826 0.002875  0.031129 -0.001974 -0.166952
RDOM 99APR21 1999.3018 51289 1006 3 -118.9    181  0.633740   4171654  0.731902  2417  0.415351  0.0791 0.000740 0.000917 0.003164  0.018556  0.004703 -0.133236
RDOM 99APR22 1999.3046 51290 1006 4 -118.9    181  0.633581   4171654  0.732052  2417  0.415182  0.0791 0.000633 0.000775 0.002680  0.041213 -0.015846 -0.159885
RDOM 99APR23 1999.3073 51291 1006 5 -118.9    181  0.635586   4171654  0.727521  2417  0.414231  0.0791 0.000614 0.000732 0.002510 -0.007402 -0.005036 -0.154064
RDOM 99APR24 1999.3101 51292 1006 6 -118.9    181  0.634165   4171654  0.733908  2417  0.417755  0.0791 0.000600 0.000716 0.002455  0.011352 -0.016994 -0.169260
RDOM 99APR25 1999.3128 51293 1007 0 -118.9    181  0.630973   4171654  0.732502  2417  0.404753  0.0791 0.000663 0.000805 0.002744  0.033165 -0.049900 -0.173076
RDOM 99APR26 1999.3155 51294 1007 1 -118.9    181  0.631804   4171654  0.733498  2417  0.414386  0.0791 0.000659 0.000772 0.002721  0.040039 -0.009749 -0.164663
RDOM 99APR27 1999.3183 51295 1007 2 -118.9    181  0.635347   4171654  0.735991  2417  0.426985  0.0791 0.000613 0.000745 0.002536 -0.006325 -0.003431 -0.162946
RDOM 99APR28 1999.3210 51296 1007 3 -118.9    181  0.634843   4171654  0.734776  2417  0.411890  0.0791 0.000604 0.000721 0.002477  0.017868 -0.012395 -0.156244
RDOM 99APR29 1999.3238 51297 1007 4 -118.9    181  0.634495   4171654  0.731753  2417  0.408889  0.0791 0.000610 0.000726 0.002483  0.033095 -0.022740 -0.165897
RDOM 99APR30 1999.3265 51298 1007 5 -118.9    181  0.631072   4171654  0.726968  2417  0.410631  0.0791 0.000608 0.000731 0.002505  0.027900 -0.016944 -0.168851
RDOM 99MAY01 1999.3292 51299 1007 6 -118.9    181  0.634751   4171654  0.730046  2417  0.411621  0.0791 0.000616 0.000741 0.002531 -0.013119 -0.004096 -0.165967
RDOM 99MAY02 1999.3320 51300 1008 0 -118.9    181  0.632013   4171654  0.728414  2417  0.419136  0.0791 0.000613 0.000735 0.002522  0.013758  0.005729 -0.171355
RDOM 99MAY03 1999.3347 51301 1008 1 -118.9    181  0.637833   4171654  0.730670  2417  0.413451  0.0791 0.000627 0.000740 0.002580  0.012441  0.009116 -0.199185
RDOM 99MAY04 1999.3374 51302 1008 2 -118.9    181  0.631460   4171654  0.729640  2417  0.421729  0.0791 0.000660 0.000779 0.002737  0.021788  0.027739 -0.192852
RDOM 99MAY06 1999.3429 51304 1008 4 -118.9    181  0.633886   4171654  0.729241  2417  0.406584  0.0791 0.000680 0.000799 0.002930 -0.026014  0.015803 -0.258132
RDOM 99MAY07 1999.3457 51305 1008 5 -118.9    181  0.634885   4171654  0.729950  2417  0.408626  0.0791 0.000660 0.000784 0.002718  0.022367 -0.061351 -0.219791
RDOM 99MAY08 1999.3484 51306 1008 6 -118.9    181  0.632732   4171654  0.731540  2417  0.410331  0.0791 0.000667 0.000794 0.002855  0.012007 -0.021265 -0.172212
RDOM 99MAY09 1999.3511 51307 1009 0 -118.9    181  0.632649   4171654  0.730446  2417  0.411294  0.0791 0.000673 0.000812 0.002809  0.029694 -0.004507 -0.201319
RDOM 99MAY10 1999.3539 51308 1009 1 -118.9    181  0.630809   4171654  0.730873  2417  0.409014  0.0791 0.000656 0.000771 0.002668  0.001372  0.000759 -0.151692
RDOM 99MAY11 1999.3566 51309 1009 2 -118.9    181  0.634007   4171654  0.732683  2417  0.412798  0.0791 0.000659 0.000787 0.002779  0.032917 -0.020554 -0.223637
RDOM 99MAY12 1999.3593 51310 1009 3 -118.9    181  0.634309   4171654  0.730800  2417  0.411579  0.0791 0.000666 0.000798 0.002787  0.036109  0.004350 -0.167485
RDOM 99MAY13 1999.3621 51311 1009 4 -118.9    181  0.631957   4171654  0.728641  2417  0.411745  0.0791 0.000695 0.000825 0.002919  0.072861 -0.022604 -0.182505
RDOM 99MAY14 1999.3648 51312 1009 5 -118.9    181  0.632124   4171654  0.732027  2417  0.410076  0.0791 0.000668 0.000788 0.002764  0.008085 -0.005154 -0.160014
RDOM 99MAY15 1999.3676 51313 1009 6 -118.9    181  0.634725   4171654  0.731529  2417  0.409859  0.0791 0.000660 0.000796 0.002736  0.043867 -0.049118 -0.174884
RDOM 99MAY16 1999.3703 51314 1010 0 -118.9    181  0.633773   4171654  0.729383  2417  0.407241  0.0791 0.000642 0.000759 0.002635  0.019018 -0.059342 -0.200357
RDOM 99MAY17 1999.3730 51315 1010 1 -118.9    181  0.632413   4171654  0.726863  2417  0.404764  0.0791 0.000715 0.000824 0.003036  0.049082 -0.029334 -0.217477
RDOM 99MAY18 1999.3758 51316 1010 2 -118.9    181  0.633994   4171654  0.728516  2417  0.407537  0.0791 0.000667 0.000789 0.002780  0.017955 -0.017504 -0.193185
RDOM 99MAY19 1999.3785 51317 1010 3 -118.9    181  0.634656   4171654  0.728075  2417  0.408184  0.0791 0.000651 0.000774 0.002683  0.029139 -0.036154 -0.192948
RDOM 99MAY20 1999.3812 51318 1010 4 -118.9    181  0.631678   4171654  0.725239  2417  0.412153  0.0791 0.000673 0.000784 0.002812  0.026656 -0.011567 -0.208853
RDOM 99MAY21 1999.3840 51319 1010 5 -118.9    181  0.634436   4171654  0.725057  2417  0.418795  0.0791 0.000653 0.000768 0.002711 -0.016197 -0.006769 -0.234303
RDOM 99MAY22 1999.3867 51320 1010 6 -118.9    181  0.632703   4171654  0.730220  2417  0.418164  0.0791 0.000686 0.000819 0.002894  0.038041 -0.044700 -0.166804
RDOM 99MAY23 1999.3895 51321 1011 0 -118.9    181  0.634158   4171654  0.730086  2417  0.409839  0.0791 0.000647 0.000771 0.002697  0.011022 -0.045783 -0.228145
RDOM 99MAY24 1999.3922 51322 1011 1 -118.9    181  0.636624   4171654  0.729578  2417  0.416127  0.0791 0.000633 0.000756 0.002625  0.033907 -0.059504 -0.184862
RDOM 99MAY25 1999.3949 51323 1011 2 -118.9    181  0.632957   4171654  0.726400  2417  0.409929  0.0791 0.000616 0.000734 0.002526  0.023350 -0.062814 -0.186203
RDOM 99MAY26 1999.3977 51324 1011 3 -118.9    181  0.633862   4171654  0.728149  2417  0.412195  0.0791 0.000606 0.000729 0.002491  0.012223 -0.038006 -0.189042
RDOM 99MAY27 1999.4004 51325 1011 4 -118.9    181  0.631898   4171654  0.725908  2417  0.414422  0.0791 0.000606 0.000731 0.002508  0.015329 -0.015075 -0.211028
RDOM 99MAY28 1999.4031 51326 1011 5 -118.9    181  0.633628   4171654  0.730448  2417  0.414785  0.0791 0.000610 0.000731 0.002504  0.025636 -0.030372 -0.200555
RDOM 99MAY29 1999.4059 51327 1011 6 -118.9    181  0.635947   4171654  0.730262  2417  0.406116  0.0791 0.000619 0.000734 0.002541  0.048332 -0.077407 -0.197098
RDOM 99MAY30 1999.4086 51328 1012 0 -118.9    181  0.631293   4171654  0.729814  2417  0.409632  0.0791 0.000627 0.000742 0.002578  0.021350 -0.022391 -0.200675
RDOM 99MAY31 1999.4114 51329 1012 1 -118.9    181  0.634828   4171654  0.726607  2417  0.408040  0.0791 0.000620 0.000747 0.002574  0.035813 -0.063441 -0.166585
RDOM 99JUN01 1999.4141 51330 1012 2 -118.9    181  0.628914   4171654  0.727749  2417  0.414684  0.0791 0.000689 0.000824 0.002946  0.039044 -0.071148 -0.198850
RDOM 99JUN02 1999.4168 51331 1012 3 -118.9    181  0.634226   4171654  0.730498  2417  0.414513  0.0791 0.000608 0.000736 0.002509  0.020517 -0.031914 -0.169817
RDOM 99JUN03 1999.4196 51332 1012 4 -118.9    181  0.631318   4171654  0.727262  2417  0.416063  0.0791 0.000626 0.000760 0.002596  0.029710 -0.041683 -0.206389
RDOM 99JUN04 1999.4223 51333 1012 5 -118.9    181  0.631337   4171654  0.724203  2417  0.402472  0.0791 0.000608 0.000720 0.002485  0.018103 -0.041275 -0.181216
RDOM 99JUN05 1999.4251 51334 1012 6 -118.9    181  0.629755   4171654  0.724586  2417  0.411358  0.0791 0.000615 0.000728 0.002513  0.034396 -0.079257 -0.203384
RDOM 99JUN06 1999.4278 51335 1013 0 -118.9    181  0.631723   4171654  0.727578  2417  0.418284  0.0791 0.000619 0.000751 0.002577  0.013164 -0.035404 -0.177791
RDOM 99JUN07 1999.4305 51336 1013 1 -118.9    181  0.631272   4171654  0.726671  2417  0.418079  0.0791 0.000640 0.000772 0.002623  0.010065 -0.012881 -0.232876
RDOM 99JUN08 1999.4333 51337 1013 2 -118.9    181  0.630961   4171654  0.725263  2417  0.407114  0.0791 0.000696 0.000815 0.003026 -0.011121 -0.090705 -0.187667
RDOM 99JUN09 1999.4360 51338 1013 3 -118.9    181  0.630019   4171654  0.727499  2417  0.410328  0.0791 0.000730 0.000882 0.003227 -0.029004  0.004340 -0.208783
RDOM 99JUN10 1999.4387 51339 1013 4 -118.9    181  0.628879   4171654  0.726068  2417  0.411818  0.0791 0.000700 0.000801 0.002934 -0.019026 -0.045327 -0.218988
RDOM 99JUN11 1999.4415 51340 1013 5 -118.9    181  0.630013   4171654  0.725300  2417  0.407676  0.0791 0.000746 0.000866 0.003292 -0.017033 -0.031519 -0.282226
RDOM 99JUN12 1999.4442 51341 1013 6 -118.9    181  0.628099   4171654  0.727684  2417  0.413114  0.0791 0.000614 0.000734 0.002534  0.046798 -0.053050 -0.204769
RDOM 99JUN13 1999.4470 51342 1014 0 -118.9    181  0.631001   4171654  0.727508  2417  0.413445  0.0791 0.000614 0.000750 0.002550  0.031258 -0.036166 -0.181758
RDOM 99JUN15 1999.4524 51344 1014 2 -118.9    181  0.631688   4171654  0.727995  2417  0.413824  0.0791 0.000614 0.000744 0.002522  0.033572 -0.040611 -0.188805
RDOM 99JUN19 1999.4634 51348 1014 6 -118.9    181  0.630980   4171654  0.725827  2417  0.418893  0.0790 0.000618 0.000765 0.002571  0.024001 -0.034273 -0.195728
RDOM 99JUN20 1999.4661 51349 1015 0 -118.9    181  0.632989   4171654  0.723680  2417  0.414206  0.0790 0.000605 0.000724 0.002476  0.013050 -0.038135 -0.207589
RDOM 99JUN25 1999.4798 51354 1015 5 -118.9    181  0.629081   4171654  0.723584  2417  0.423891  0.0790 0.000670 0.000822 0.002826 -0.010453 -0.025801 -0.176255
RDOM 99JUN26 1999.4825 51355 1015 6 -118.9    181  0.631997   4171654  0.723611  2417  0.419277  0.0790 0.000629 0.000765 0.002616  0.047832 -0.066646 -0.217407
RDOM 99JUN27 1999.4853 51356 1016 0 -118.9    181  0.630139   4171654  0.720200  2417  0.413709  0.0790 0.000620 0.000770 0.002697 -0.002766 -0.051413 -0.241943
RDOM 99JUN28 1999.4880 51357 1016 1 -118.9    181  0.633443   4171654  0.724051  2417  0.415498  0.0790 0.000624 0.000750 0.002558  0.028337 -0.056108 -0.175256
RDOM 99JUN29 1999.4908 51358 1016 2 -118.9    181  0.633349   4171654  0.723290  2417  0.401628  0.0790 0.000832 0.001020 0.003424  0.098920 -0.081640 -0.152860
RDOM 99JUN30 1999.4935 51359 1016 3 -118.9    181  0.631711   4171654  0.724703  2417  0.415823  0.0790 0.000606 0.000733 0.002507  0.020585 -0.043192 -0.186295
RDOM 99JUL01 1999.4962 51360 1016 4 -118.9    181  0.631126   4171654  0.725697  2417  0.410302  0.0790 0.000667 0.000821 0.002865  0.010238 -0.063862 -0.208206
RDOM 99JUL02 1999.4990 51361 1016 5 -118.9    181  0.634018   4171654  0.725385  2417  0.423886  0.0790 0.000621 0.000770 0.002675  0.006648 -0.046565 -0.203095
RDOM 99JUL03 1999.5017 51362 1016 6 -118.9    181  0.628722   4171654  0.724188  2417  0.421740  0.0790 0.000627 0.000763 0.002655  0.009463 -0.031914 -0.187150
RDOM 99JUL04 1999.5044 51363 1017 0 -118.9    181  0.635700   4171654  0.727894  2417  0.418441  0.0790 0.000608 0.000747 0.002558  0.026631 -0.058646 -0.172985
RDOM 99JUL05 1999.5072 51364 1017 1 -118.9    181  0.630711   4171654  0.724791  2417  0.414783  0.0790 0.000606 0.000735 0.002509  0.034815 -0.070509 -0.175384
